1/2/2004,279.6274678
9/29/2003,279.5856557
8/26/2003,279.5757286
8/12/2003,279.5649962
7/22/2003,279.5549869
7/19/2003,279.5446489
5/16/2003,279.5344095
5/29/2003,279.5228389
6/5/2003,279.5023766
1/20/2003,279.5102657
10/22/2002,279.5457501
7/22/2002,279.5606407
3/18/2002,279.5985247
10/31/2001,279.6405998
4/2/2001,279.6493271
11/10/2000,279.6208278
10/28/2000,279.5967661
9/14/2000,279.5814975
7/13/2000,279.5521764
3/17/2000,279.5063211
11/12/1999,279.5675437
7/12/1999,279.58061
2/27/1999,279.58914
1/16/1999,279.5761559
11/27/1998,279.5445339
9/12/1998,279.4714941
3/25/1998,279.328899
2/18/1998,279.3405847
1/26/1998,279.3606526
11/23/1997,279.4118165
4/4/1997,279.4760632
6/2/1996,279.3430172
3/25/1996,279.3002189
11/30/1995,279.2587026
5/21/1995,279.2306635
10/4/1994,279.1932562
6/12/1994,279.1723337
5/1/1994,279.1632941
4/22/1994,279.1513619
2/6/1994,279.1353043
9/14/1993,279.119181
8/3/1993,279.108087
4/20/1993,279.0878876
1/7/1993,279.0616564
10/17/1992,279.0317601
10/20/1992,279.0177241
12/20/1992,279.0055454
1/12/1993,278.9897672
1/1/1993,278.9812043
11/28/1992,278.9772597
11/28/1992,278.9633224
11/5/1992,278.9582109
9/7/1992,278.9422355
5/8/1992,278.9108928
4/16/1992,278.9148374
3/24/1992,278.9043022
3/8/1992,278.8822292
1/2/1992,278.8373107
12/1/1991,278.8083512
11/4/1991,278.778307
8/28/1991,278.721029
4/14/1991,278.6089548
1/28/1991,278.5929465
1/20/1991,278.6033174
12/10/1990,278.6171068
9/29/1990,278.6467073
7/1/1990,278.6585409
1/8/1990,278.6245193
11/9/1989,278.5831838
10/5/1989,278.5563773
8/18/1989,278.5244759
7/15/1989,278.4730325
5/20/1989,278.4179897
5/4/1989,278.3953579
2/19/1989,278.4024745
1/6/1989,278.4495954
11/13/1988,278.5042601
10/28/1988,278.5244594
8/2/1988,278.5551775
4/13/1988,278.5732238
10/26/1987,278.5387584
8/2/1987,278.484899
4/13/1987,278.4416405
12/9/1986,278.5668797
10/23/1986,278.5904812
10/14/1986,278.6190955
8/14/1986,278.6730864
11/16/1984,278.8202177
10/4/1984,278.8435563
7/26/1984,278.8628681
5/18/1984,278.8823935
2/28/1984,278.8927808
10/6/1983,278.9151661
8/20/1983,278.9225128
8/14/1983,278.9319961
7/13/1983,278.9466731
5/25/1983,278.9696172
5/18/1983,278.9841298
4/15/1983,278.9950923
2/25/1983,279.0210277
1/21/1983,279.0542769
12/17/1982,279.0846827
11/8/1982,279.1117357
10/8/1982,279.1412211
8/21/1982,279.1788586
12/19/1981,279.3202539
8/5/1981,279.3871796
3/28/1981,279.4554859
12/11/1980,279.4552229
11/27/1980,279.4839523
11/27/1980,279.521409
11/27/1980,279.5378281
10/13/1980,279.5456679
7/15/1980,279.6088299
2/27/1980,279.6795029
7/31/1979,279.7825375
7/28/1978,279.7846248
3/21/1978,279.7530357
7/31/1977,279.7328363
5/7/1976,279.7739746
2/23/1976,279.8059747
1/31/1976,279.7862684
11/28/1975,279.8741166
7/12/1975,279.9650711
12/23/1974,280.016761
8/25/1974,280.0371083
6/7/1974,280.0663472
3/12/1974,280.1052995
1/23/1974,280.1465199
12/19/1973,280.1717979
11/5/1973,280.1997219
5/12/1973,280.2476152
6/17/1973,280.2759337
1/14/1973,280.3297274
4/5/1972,280.4355068
2/8/1972,280.4612449
12/18/1971,280.4889224
10/30/1971,280.5182271
10/27/1971,280.530751
10/2/1971,280.5398563
8/19/1971,280.5553715
8/2/1971,280.5775759
6/7/1971,280.6009802
3/25/1971,280.630515
5/14/1969,281.1135239
2/15/1969,281.1837038
1/14/1969,281.2096391
12/10/1968,281.2417378
11/29/1968,281.2589295
10/31/1968,281.2780276
2/26/1968,281.5752487
1/1/1968,281.6440645
12/24/1967,281.6757687
11/16/1967,281.7123543
10/17/1967,281.7736097
9/9/1967,281.8024377
8/6/1967,281.8440526
2/2/1967,281.9958188
9/29/1966,282.0621528
7/30/1966,282.0935119
5/11/1966,282.1292428
11/30/1965,282.1890191
5/28/1965,282.2525261
4/20/1964,282.3665562
8/24/1963,282.4132333
9/10/1962,282.4170299
5/8/1962,282.408467
2/12/1962,282.4312302
9/19/1961,282.4869633
2/24/1961,282.5211822
7/18/1960,282.4791235
4/16/1960,282.4517911
12/16/1959,282.4491286
4/11/1959,282.4667311
11/3/1958,282.4239164
9/2/1958,282.3920642
7/18/1958,282.3501535
4/8/1958,282.2823074
1/16/1958,282.2305353
3/30/1957,282.1577915
8/16/1956,282.0693187
7/27/1956,282.0421671
6/20/1956,282.0207844
5/4/1956,281.9965091
4/3/1956,281.9648542
2/29/1956,281.9550092
2/9/1956,281.9427154
10/4/1955,281.9448356
5/3/1955,281.9558475
1/18/1955,281.944852
6/7/1954,281.8327614
4/25/1954,281.8046894
3/19/1954,281.7790828
2/14/1954,281.7696652
2/8/1954,281.7596888
11/23/1953,281.7509615
3/28/1953,281.7548403
7/1/1952,281.7339342
2/2/1952,281.6914318
9/14/1951,281.6259853
6/2/1951,281.5499872
1/30/1951,281.4636675
8/12/1950,281.3922878
5/1/1950,281.356261
3/1/1950,281.3398747
1/26/1950,281.3169306
11/16/1949,281.2786028
10/3/1949,281.2431513
9/1/1949,281.2274882
8/28/1949,281.2121209
8/9/1949,281.1963592
8/9/1949,281.1229908
4/18/1949,281.1151181
3/4/1949,281.0756891
1/12/1949,281.0336469
10/15/1948,281.0055092
6/29/1948,280.9889421
4/22/1948,280.9731804
3/8/1948,280.9573694
12/21/1947,280.9390108
8/29/1947,280.9023595
7/2/1947,280.8928104
5/11/1947,280.8748463
2/28/1947,280.8583121
11/18/1946,280.8298621
10/19/1945,280.7335003
7/18/1945,280.7055598
4/8/1945,280.6824021
2/2/1945,280.673494
10/22/1944,280.6894365
5/30/1944,280.7150925
3/23/1944,280.7287176
1/3/1944,280.7355055
9/1/1943,280.7523684
4/28/1943,280.7607341
4/14/1943,280.7728307
3/9/1943,280.7781558
10/6/1942,280.8012149
1/4/1942,280.8423203
12/25/1941,280.8496177
10/4/1941,280.8667271
8/5/1941,280.883212
5/31/1941,280.8980534
4/4/1941,280.9165434
2/18/1941,280.9388629
11/19/1940,280.9849976
9/10/1940,280.9999047
6/30/1940,281.0302941
11/15/1939,281.0903826
9/14/1939,281.0998988
7/14/1939,281.103909
4/10/1939,281.10787
3/12/1939,281.1345614
1/11/1939,281.193976
11/28/1938,281.2158847
11/1/1938,281.2407188
9/11/1938,281.2555602
8/5/1938,281.2824488
2/7/1938,281.3335799
10/14/1937,281.3544202
8/9/1937,281.3635255
6/2/1937,281.3714146
5/18/1936,281.4232688
9/11/1935,281.4208857
6/17/1935,281.4067182
3/4/1935,281.4094465
1/2/1935,281.4185683
1/3/1935,281.4266053
11/20/1934,281.4341656
7/1/1934,281.4655576
12/27/1933,281.463914
9/12/1933,281.4369268
6/9/1933,281.391581
3/7/1933,281.3382804
11/26/1932,281.2925402
11/26/1932,281.2688894
7/13/1932,281.280723
3/22/1932,281.2728504
5/22/1931,281.2552972
7/31/1930,281.2395519
1/15/1930,281.2775838
9/13/1929,281.3368012
8/5/1929,281.3537463
6/17/1929,281.3610109
12/21/1928,281.3714803
10/4/1928,281.3753591
9/10/1928,281.3707407
7/22/1928,281.3608465
2/8/1928,281.3333333
11/12/1927,281.3514782
8/11/1927,281.3756057
12/22/1926,281.4228086
7/28/1926,281.4330973
2/28/1926,281.442367
2/15/1926,281.4557949
12/25/1925,281.4677271
8/16/1925,281.5072382
4/15/1925,281.5655352
2/17/1924,281.6574101
5/28/1923,281.6813897
10/30/1922,281.704531
8/24/1921,281.742037
9/19/1920,281.6906429
5/29/1920,281.6513454
4/8/1920,281.6338908
3/26/1920,281.6203315
2/28/1920,281.6197891
11/30/1919,281.6040109
9/26/1919,281.5083887
2/17/1919,281.4101861
7/6/1918,281.403579
4/10/1918,281.3989935
3/30/1918,281.3911044
1/28/1918,281.3745538
7/2/1917,281.2846347
4/12/1917,281.2684128
11/28/1916,281.267591
8/25/1916,281.2939372
9/11/1916,281.323735
9/3/1916,281.3354042
6/28/1916,281.3577237
1/31/1915,281.3552255
8/28/1914,281.3398254
1/2/1914,281.3088443
11/15/1912,281.2585843
6/23/1912,281.2226561
5/5/1912,281.1979699
4/5/1912,281.1884701
4/21/1912,281.1819616
10/29/1911,281.1407083
7/15/1911,281.115644
3/20/1911,281.1028736
7/6/1910,281.0677343
3/14/1910,281.0604698
9/26/1909,281.0559007
12/2/1908,281.0658278
5/7/1908,281.0942942
5/9/1907,281.1071797
12/29/1905,281.1071797
